Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,023000,1852,05,79.9,Y
IDCJAC0001,023000,1852,06,73.9,Y
IDCJAC0001,023000,1852,07,113.9,Y
IDCJAC0001,023000,1852,08,157.7,Y
IDCJAC0001,023000,1852,09,55.6,Y
IDCJAC0001,023000,1852,10,39.9,Y
IDCJAC0001,023000,1852,11,48.8,Y
IDCJAC0001,023000,1852,12,28.2,Y
IDCJAC0001,023000,1853,01,10.5,Y
IDCJAC0001,023000,1853,02,16.3,Y
IDCJAC0001,023000,1853,03,9.2,Y
IDCJAC0001,023000,1853,04,102.5,Y
IDCJAC0001,023000,1853,05,179.7,Y
IDCJAC0001,023000,1853,06,62.8,Y
IDCJAC0001,023000,1853,07,72.1,Y
IDCJAC0001,023000,1853,08,60.1,Y
IDCJAC0001,023000,1853,09,85.5,Y
IDCJAC0001,023000,1853,10,59.3,Y
IDCJAC0001,023000,1853,11,10.7,Y
IDCJAC0001,023000,1853,12,20.8,Y
IDCJAC0001,023000,1854,01,2.6,Y
IDCJAC0001,023000,1854,02,0.8,Y
IDCJAC0001,023000,1854,03,26.9,Y
IDCJAC0001,023000,1854,04,67.5,Y
IDCJAC0001,023000,1854,05,42.7,Y
IDCJAC0001,023000,1854,06,29.6,Y
IDCJAC0001,023000,1854,07,64.2,Y
IDCJAC0001,023000,1854,08,65.4,Y
IDCJAC0001,023000,1854,09,18.3,Y
IDCJAC0001,023000,1854,10,44.0,Y
IDCJAC0001,023000,1854,11,12.8,Y
IDCJAC0001,023000,1854,12,15.6,Y
IDCJAC0001,023000,1855,01,0.0,Y
IDCJAC0001,023000,1855,02,1.0,Y
IDCJAC0001,023000,1855,03,111.8,Y
IDCJAC0001,023000,1855,04,28.1,Y
IDCJAC0001,023000,1855,05,77.1,Y
IDCJAC0001,023000,1855,06,66.4,Y
IDCJAC0001,023000,1855,07,84.7,Y
IDCJAC0001,023000,1855,08,47.1,Y
IDCJAC0001,023000,1855,09,86.5,Y
IDCJAC0001,023000,1855,10,44.9,Y
IDCJAC0001,023000,1855,11,14.5,Y
IDCJAC0001,023000,1855,12,26.4,Y
IDCJAC0001,023000,1856,01,22.4,Y
IDCJAC0001,023000,1856,02,63.5,Y
IDCJAC0001,023000,1856,03,10.9,Y
IDCJAC0001,023000,1856,04,96.5,Y
IDCJAC0001,023000,1856,05,68.3,Y
IDCJAC0001,023000,1856,06,150.9,Y
IDCJAC0001,023000,1856,07,47.1,Y
IDCJAC0001,023000,1856,08,48.4,Y
IDCJAC0001,023000,1856,09,42.0,Y
IDCJAC0001,023000,1856,10,62.6,Y
IDCJAC0001,023000,1856,11,10.7,Y
IDCJAC0001,023000,1856,12,10.9,Y
IDCJAC0001,023000,1857,01,12.8,Y
IDCJAC0001,023000,1857,02,19.8,Y
IDCJAC0001,023000,1857,03,97.4,Y
IDCJAC0001,023000,1857,04,26.1,Y
IDCJAC0001,023000,1857,05,23.7,Y
IDCJAC0001,023000,1857,06,112.7,Y
IDCJAC0001,023000,1857,07,48.3,Y
IDCJAC0001,023000,1857,08,84.5,Y
IDCJAC0001,023000,1857,09,26.0,Y
IDCJAC0001,023000,1857,10,50.4,Y
IDCJAC0001,023000,1857,11,36.9,Y
IDCJAC0001,023000,1857,12,26.2,Y
IDCJAC0001,023000,1858,01,21.9,Y
IDCJAC0001,023000,1858,02,67.8,Y
IDCJAC0001,023000,1858,03,5.9,Y
IDCJAC0001,023000,1858,04,33.5,Y
IDCJAC0001,023000,1858,05,90.0,Y
IDCJAC0001,023000,1858,06,42.4,Y
IDCJAC0001,023000,1858,07,76.3,Y
IDCJAC0001,023000,1858,08,43.0,Y
IDCJAC0001,023000,1858,09,51.2,Y
IDCJAC0001,023000,1858,10,16.1,Y
IDCJAC0001,023000,1858,11,55.5,Y
IDCJAC0001,023000,1858,12,44.0,Y
IDCJAC0001,023000,1859,01,8.6,Y
IDCJAC0001,023000,1859,02,29.5,Y
IDCJAC0001,023000,1859,03,0.0,Y
IDCJAC0001,023000,1859,04,18.5,Y
IDCJAC0001,023000,1859,05,118.6,Y
IDCJAC0001,023000,1859,06,48.7,Y
IDCJAC0001,023000,1859,07,23.0,Y
IDCJAC0001,023000,1859,08,40.2,Y
IDCJAC0001,023000,1859,09,21.7,Y
IDCJAC0001,023000,1859,10,36.9,Y
IDCJAC0001,023000,1859,11,19.4,Y
IDCJAC0001,023000,1859,12,12.9,Y
IDCJAC0001,023000,1860,01,4.7,Y
IDCJAC0001,023000,1860,02,0.0,Y
IDCJAC0001,023000,1860,03,53.6,Y
IDCJAC0001,023000,1860,04,109.7,Y
IDCJAC0001,023000,1860,05,64.7,Y
IDCJAC0001,023000,1860,06,92.2,Y
IDCJAC0001,023000,1860,07,35.9,Y
IDCJAC0001,023000,1860,08,19.3,Y
IDCJAC0001,023000,1860,09,39.8,Y
IDCJAC0001,023000,1860,10,42.3,Y
IDCJAC0001,023000,1860,11,21.7,Y
IDCJAC0001,023000,1860,12,17.0,Y
IDCJAC0001,023000,1861,01,6.7,Y
IDCJAC0001,023000,1861,02,11.8,Y
IDCJAC0001,023000,1861,03,33.5,Y
IDCJAC0001,023000,1861,04,36.0,Y
IDCJAC0001,023000,1861,05,117.8,Y
IDCJAC0001,023000,1861,06,45.0,Y
IDCJAC0001,023000,1861,07,103.3,Y
IDCJAC0001,023000,1861,08,31.6,Y
IDCJAC0001,023000,1861,09,45.1,Y
IDCJAC0001,023000,1861,10,54.3,Y
IDCJAC0001,023000,1861,11,14.8,Y
IDCJAC0001,023000,1861,12,101.1,Y
IDCJAC0001,023000,1862,01,5.3,Y
IDCJAC0001,023000,1862,02,17.8,Y
IDCJAC0001,023000,1862,03,12.7,Y
IDCJAC0001,023000,1862,04,33.6,Y
IDCJAC0001,023000,1862,05,127.0,Y
IDCJAC0001,023000,1862,06,46.4,Y
IDCJAC0001,023000,1862,07,129.5,Y
IDCJAC0001,023000,1862,08,85.3,Y
IDCJAC0001,023000,1862,09,46.2,Y
IDCJAC0001,023000,1862,10,27.6,Y
IDCJAC0001,023000,1862,11,20.6,Y
IDCJAC0001,023000,1862,12,3.8,Y
IDCJAC0001,023000,1863,01,21.4,Y
IDCJAC0001,023000,1863,02,9.7,Y
IDCJAC0001,023000,1863,03,10.2,Y
IDCJAC0001,023000,1863,04,14.9,Y
IDCJAC0001,023000,1863,05,130.5,Y
IDCJAC0001,023000,1863,06,66.9,Y
IDCJAC0001,023000,1863,07,75.5,Y
IDCJAC0001,023000,1863,08,112.1,Y
IDCJAC0001,023000,1863,09,40.1,Y
IDCJAC0001,023000,1863,10,67.9,Y
IDCJAC0001,023000,1863,11,29.7,Y
IDCJAC0001,023000,1863,12,25.2,Y
IDCJAC0001,023000,1864,01,51.6,Y
IDCJAC0001,023000,1864,02,4.3,Y
IDCJAC0001,023000,1864,03,0.0,Y
IDCJAC0001,023000,1864,04,30.4,Y
IDCJAC0001,023000,1864,05,68.1,Y
IDCJAC0001,023000,1864,06,77.2,Y
IDCJAC0001,023000,1864,07,79.2,Y
IDCJAC0001,023000,1864,08,115.3,Y
IDCJAC0001,023000,1864,09,34.1,Y
IDCJAC0001,023000,1864,10,35.5,Y
IDCJAC0001,023000,1864,11,2.5,Y
IDCJAC0001,023000,1864,12,5.8,Y
IDCJAC0001,023000,1865,01,0.5,Y
IDCJAC0001,023000,1865,02,6.7,Y
IDCJAC0001,023000,1865,03,24.3,Y
IDCJAC0001,023000,1865,04,16.9,Y
IDCJAC0001,023000,1865,05,67.7,Y
IDCJAC0001,023000,1865,06,30.5,Y
IDCJAC0001,023000,1865,07,136.7,Y
IDCJAC0001,023000,1865,08,36.5,Y
IDCJAC0001,023000,1865,09,48.8,Y
IDCJAC0001,023000,1865,10,11.7,Y
IDCJAC0001,023000,1865,11,6.6,Y
IDCJAC0001,023000,1865,12,7.6,Y
IDCJAC0001,023000,1866,01,25.8,Y
IDCJAC0001,023000,1866,02,13.7,Y
IDCJAC0001,023000,1866,03,17.2,Y
IDCJAC0001,023000,1866,04,6.4,Y
IDCJAC0001,023000,1866,05,130.5,Y
IDCJAC0001,023000,1866,06,58.0,Y
IDCJAC0001,023000,1866,07,82.6,Y
IDCJAC0001,023000,1866,08,49.6,Y
IDCJAC0001,023000,1866,09,42.8,Y
IDCJAC0001,023000,1866,10,68.3,Y
IDCJAC0001,023000,1866,11,15.0,Y
IDCJAC0001,023000,1866,12,2.5,Y
IDCJAC0001,023000,1867,01,6.3,Y
IDCJAC0001,023000,1867,02,25.4,Y
IDCJAC0001,023000,1867,03,11.0,Y
IDCJAC0001,023000,1867,04,48.4,Y
IDCJAC0001,023000,1867,05,51.8,Y
IDCJAC0001,023000,1867,06,37.0,Y
IDCJAC0001,023000,1867,07,72.5,Y
IDCJAC0001,023000,1867,08,27.5,Y
IDCJAC0001,023000,1867,09,80.3,Y
IDCJAC0001,023000,1867,10,99.0,Y
IDCJAC0001,023000,1867,11,21.0,Y
IDCJAC0001,023000,1867,12,8.3,Y
IDCJAC0001,023000,1868,01,36.3,Y
IDCJAC0001,023000,1868,02,0.3,Y
IDCJAC0001,023000,1868,03,30.0,Y
IDCJAC0001,023000,1868,04,51.5,Y
IDCJAC0001,023000,1868,05,23.6,Y
IDCJAC0001,023000,1868,06,129.3,Y
IDCJAC0001,023000,1868,07,46.4,Y
IDCJAC0001,023000,1868,08,47.9,Y
IDCJAC0001,023000,1868,09,69.2,Y
IDCJAC0001,023000,1868,10,40.9,Y
IDCJAC0001,023000,1868,11,17.7,Y
IDCJAC0001,023000,1868,12,14.6,Y
IDCJAC0001,023000,1869,01,7.4,Y
IDCJAC0001,023000,1869,02,11.0,Y
IDCJAC0001,023000,1869,03,48.8,Y
IDCJAC0001,023000,1869,04,25.4,Y
IDCJAC0001,023000,1869,05,41.4,Y
IDCJAC0001,023000,1869,06,64.5,Y
IDCJAC0001,023000,1869,07,19.2,Y
IDCJAC0001,023000,1869,08,46.3,Y
IDCJAC0001,023000,1869,09,26.4,Y
IDCJAC0001,023000,1869,10,38.9,Y
IDCJAC0001,023000,1869,11,43.3,Y
IDCJAC0001,023000,1869,12,4.1,Y
IDCJAC0001,023000,1870,01,83.4,Y
IDCJAC0001,023000,1870,02,0.0,Y
IDCJAC0001,023000,1870,03,0.0,Y
IDCJAC0001,023000,1870,04,13.0,Y
IDCJAC0001,023000,1870,05,29.0,Y
IDCJAC0001,023000,1870,06,109.0,Y
IDCJAC0001,023000,1870,07,56.1,Y
IDCJAC0001,023000,1870,08,99.3,Y
IDCJAC0001,023000,1870,09,68.1,Y
IDCJAC0001,023000,1870,10,97.4,Y
IDCJAC0001,023000,1870,11,31.8,Y
IDCJAC0001,023000,1870,12,18.8,Y
IDCJAC0001,023000,1871,01,63.0,Y
IDCJAC0001,023000,1871,02,26.9,Y
IDCJAC0001,023000,1871,03,18.8,Y
IDCJAC0001,023000,1871,04,18.9,Y
IDCJAC0001,023000,1871,05,75.1,Y
IDCJAC0001,023000,1871,06,69.4,Y
IDCJAC0001,023000,1871,07,77.9,Y
IDCJAC0001,023000,1871,08,51.7,Y
IDCJAC0001,023000,1871,09,51.7,Y
IDCJAC0001,023000,1871,10,34.8,Y
IDCJAC0001,023000,1871,11,53.1,Y
IDCJAC0001,023000,1871,12,50.4,Y
IDCJAC0001,023000,1872,01,36.3,Y
IDCJAC0001,023000,1872,02,17.5,Y
IDCJAC0001,023000,1872,03,21.5,Y
IDCJAC0001,023000,1872,04,14.2,Y
IDCJAC0001,023000,1872,05,90.9,Y
IDCJAC0001,023000,1872,06,93.2,Y
IDCJAC0001,023000,1872,07,111.6,Y
IDCJAC0001,023000,1872,08,45.9,Y
IDCJAC0001,023000,1872,09,29.5,Y
IDCJAC0001,023000,1872,10,51.8,Y
IDCJAC0001,023000,1872,11,55.4,Y
IDCJAC0001,023000,1872,12,9.4,Y
IDCJAC0001,023000,1873,01,15.3,Y
IDCJAC0001,023000,1873,02,26.8,Y
IDCJAC0001,023000,1873,03,17.3,Y
IDCJAC0001,023000,1873,04,83.3,Y
IDCJAC0001,023000,1873,05,77.8,Y
IDCJAC0001,023000,1873,06,44.8,Y
IDCJAC0001,023000,1873,07,73.7,Y
IDCJAC0001,023000,1873,08,68.0,Y
IDCJAC0001,023000,1873,09,64.7,Y
IDCJAC0001,023000,1873,10,31.2,Y
IDCJAC0001,023000,1873,11,22.2,Y
IDCJAC0001,023000,1873,12,10.5,Y
IDCJAC0001,023000,1874,01,9.1,Y
IDCJAC0001,023000,1874,02,1.0,Y
IDCJAC0001,023000,1874,03,23.9,Y
IDCJAC0001,023000,1874,04,26.4,Y
IDCJAC0001,023000,1874,05,109.4,Y
IDCJAC0001,023000,1874,06,45.6,Y
IDCJAC0001,023000,1874,07,53.5,Y
IDCJAC0001,023000,1874,08,75.2,Y
IDCJAC0001,023000,1874,09,52.6,Y
IDCJAC0001,023000,1874,10,23.6,Y
IDCJAC0001,023000,1874,11,7.5,Y
IDCJAC0001,023000,1874,12,10.2,Y
IDCJAC0001,023000,1875,01,11.5,Y
IDCJAC0001,023000,1875,02,61.0,Y
IDCJAC0001,023000,1875,03,4.2,Y
IDCJAC0001,023000,1875,04,59.7,Y
IDCJAC0001,023000,1875,05,196.9,Y
IDCJAC0001,023000,1875,06,104.9,Y
IDCJAC0001,023000,1875,07,37.7,Y
IDCJAC0001,023000,1875,08,91.3,Y
IDCJAC0001,023000,1875,09,23.2,Y
IDCJAC0001,023000,1875,10,60.5,Y
IDCJAC0001,023000,1875,11,17.6,Y
IDCJAC0001,023000,1875,12,74.4,Y
IDCJAC0001,023000,1876,01,4.8,Y
IDCJAC0001,023000,1876,02,11.7,Y
IDCJAC0001,023000,1876,03,15.2,Y
IDCJAC0001,023000,1876,04,45.9,Y
IDCJAC0001,023000,1876,05,25.7,Y
IDCJAC0001,023000,1876,06,33.1,Y
IDCJAC0001,023000,1876,07,60.9,Y
IDCJAC0001,023000,1876,08,41.1,Y
IDCJAC0001,023000,1876,09,26.5,Y
IDCJAC0001,023000,1876,10,38.1,Y
IDCJAC0001,023000,1876,11,27.0,Y
IDCJAC0001,023000,1876,12,12.5,Y
IDCJAC0001,023000,1877,01,5.8,Y
IDCJAC0001,023000,1877,02,60.5,Y
IDCJAC0001,023000,1877,03,114.1,Y
IDCJAC0001,023000,1877,04,41.8,Y
IDCJAC0001,023000,1877,05,115.0,Y
IDCJAC0001,023000,1877,06,43.8,Y
IDCJAC0001,023000,1877,07,26.2,Y
IDCJAC0001,023000,1877,08,42.3,Y
IDCJAC0001,023000,1877,09,100.5,Y
IDCJAC0001,023000,1877,10,59.7,Y
IDCJAC0001,023000,1877,11,13.3,Y
IDCJAC0001,023000,1877,12,11.1,Y
IDCJAC0001,023000,1878,01,0.0,Y
IDCJAC0001,023000,1878,02,19.1,Y
IDCJAC0001,023000,1878,03,116.6,Y
IDCJAC0001,023000,1878,04,72.9,Y
IDCJAC0001,023000,1878,05,41.5,Y
IDCJAC0001,023000,1878,06,103.0,Y
IDCJAC0001,023000,1878,07,65.7,Y
IDCJAC0001,023000,1878,08,27.2,Y
IDCJAC0001,023000,1878,09,45.3,Y
IDCJAC0001,023000,1878,10,30.2,Y
IDCJAC0001,023000,1878,11,35.9,Y
IDCJAC0001,023000,1878,12,4.6,Y
IDCJAC0001,023000,1879,01,2.6,Y
IDCJAC0001,023000,1879,02,4.7,Y
IDCJAC0001,023000,1879,03,39.1,Y
IDCJAC0001,023000,1879,04,30.3,Y
IDCJAC0001,023000,1879,05,91.8,Y
IDCJAC0001,023000,1879,06,34.1,Y
IDCJAC0001,023000,1879,07,79.8,Y
IDCJAC0001,023000,1879,08,54.6,Y
IDCJAC0001,023000,1879,09,52.8,Y
IDCJAC0001,023000,1879,10,39.2,Y
IDCJAC0001,023000,1879,11,41.7,Y
IDCJAC0001,023000,1879,12,55.9,Y
IDCJAC0001,023000,1880,01,19.3,Y
IDCJAC0001,023000,1880,02,16.3,Y
IDCJAC0001,023000,1880,03,67.4,Y
IDCJAC0001,023000,1880,04,81.0,Y
IDCJAC0001,023000,1880,05,40.9,Y
IDCJAC0001,023000,1880,06,70.1,Y
IDCJAC0001,023000,1880,07,64.5,Y
IDCJAC0001,023000,1880,08,74.2,Y
IDCJAC0001,023000,1880,09,54.4,Y
IDCJAC0001,023000,1880,10,52.1,Y
IDCJAC0001,023000,1880,11,20.9,Y
IDCJAC0001,023000,1880,12,10.6,Y
IDCJAC0001,023000,1881,01,68.9,Y
IDCJAC0001,023000,1881,02,3.1,Y
IDCJAC0001,023000,1881,03,7.1,Y
IDCJAC0001,023000,1881,04,31.9,Y
IDCJAC0001,023000,1881,05,43.4,Y
IDCJAC0001,023000,1881,06,113.2,Y
IDCJAC0001,023000,1881,07,52.6,Y
IDCJAC0001,023000,1881,08,36.9,Y
IDCJAC0001,023000,1881,09,45.5,Y
IDCJAC0001,023000,1881,10,33.7,Y
IDCJAC0001,023000,1881,11,14.7,Y
IDCJAC0001,023000,1881,12,7.9,Y
IDCJAC0001,023000,1882,01,6.2,Y
IDCJAC0001,023000,1882,02,0.0,Y
IDCJAC0001,023000,1882,03,12.8,Y
IDCJAC0001,023000,1882,04,43.4,Y
IDCJAC0001,023000,1882,05,63.4,Y
IDCJAC0001,023000,1882,06,42.8,Y
IDCJAC0001,023000,1882,07,53.9,Y
IDCJAC0001,023000,1882,08,82.4,Y
IDCJAC0001,023000,1882,09,22.0,Y
IDCJAC0001,023000,1882,10,42.2,Y
IDCJAC0001,023000,1882,11,22.9,Y
IDCJAC0001,023000,1882,12,9.8,Y
IDCJAC0001,023000,1883,01,2.8,Y
IDCJAC0001,023000,1883,02,9.5,Y
IDCJAC0001,023000,1883,03,23.0,Y
IDCJAC0001,023000,1883,04,64.7,Y
IDCJAC0001,023000,1883,05,160.5,Y
IDCJAC0001,023000,1883,06,75.1,Y
IDCJAC0001,023000,1883,07,106.9,Y
IDCJAC0001,023000,1883,08,77.7,Y
IDCJAC0001,023000,1883,09,47.4,Y
IDCJAC0001,023000,1883,10,45.7,Y
IDCJAC0001,023000,1883,11,46.4,Y
IDCJAC0001,023000,1883,12,23.0,Y
IDCJAC0001,023000,1884,01,43.5,Y
IDCJAC0001,023000,1884,02,3.1,Y
IDCJAC0001,023000,1884,03,44.5,Y
IDCJAC0001,023000,1884,04,34.1,Y
IDCJAC0001,023000,1884,05,61.1,Y
IDCJAC0001,023000,1884,06,116.5,Y
IDCJAC0001,023000,1884,07,13.0,Y
IDCJAC0001,023000,1884,08,28.1,Y
IDCJAC0001,023000,1884,09,64.4,Y
IDCJAC0001,023000,1884,10,35.8,Y
IDCJAC0001,023000,1884,11,9.4,Y
IDCJAC0001,023000,1884,12,24.5,Y
IDCJAC0001,023000,1885,01,5.8,Y
IDCJAC0001,023000,1885,02,23.4,Y
IDCJAC0001,023000,1885,03,8.8,Y
IDCJAC0001,023000,1885,04,24.7,Y
IDCJAC0001,023000,1885,05,54.6,Y
IDCJAC0001,023000,1885,06,84.8,Y
IDCJAC0001,023000,1885,07,60.9,Y
IDCJAC0001,023000,1885,08,59.7,Y
IDCJAC0001,023000,1885,09,41.5,Y
IDCJAC0001,023000,1885,10,23.7,Y
IDCJAC0001,023000,1885,11,5.9,Y
IDCJAC0001,023000,1885,12,12.0,Y
IDCJAC0001,023000,1886,01,19.5,Y
IDCJAC0001,023000,1886,02,9.3,Y
IDCJAC0001,023000,1886,03,0.3,Y
IDCJAC0001,023000,1886,04,36.1,Y
IDCJAC0001,023000,1886,05,28.0,Y
IDCJAC0001,023000,1886,06,11.2,Y
IDCJAC0001,023000,1886,07,69.3,Y
IDCJAC0001,023000,1886,08,78.6,Y
IDCJAC0001,023000,1886,09,18.2,Y
IDCJAC0001,023000,1886,10,55.1,Y
IDCJAC0001,023000,1886,11,27.3,Y
IDCJAC0001,023000,1886,12,15.8,Y
IDCJAC0001,023000,1887,01,17.5,Y
IDCJAC0001,023000,1887,02,12.7,Y
IDCJAC0001,023000,1887,03,8.3,Y
IDCJAC0001,023000,1887,04,52.8,Y
